policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211002794,ITA,Sporadic,"Support for biomass supply chain Italy (2011)","Support for biomass supply chain",Country,,Italy,,,Loans,"Electricity and heat, Transport",,Renewables,,Ended,2011,,2012,Unknown,Mitigation,http://www.mise.gov.it/index.php?option=com_content&view=article&viewType=1&idarea1=593&idarea2=0&idarea3=0&idarea4=0&andor=AND§ionid=0&andorcat=AND&parteba,,,,,,
211002795,CHN,Annual,"Support for fuel ethanol production China (2002)","Support for fuel ethanol production",Country,,China,,,"Grants and subsidies, Tax relief",Transport,"Since 2002, bioethanol producers in China have benefitted from subsidies, as well as tax reductions or exemptions of VAT or import duties. These reductions and deductions have totalled approximately CNY 190 million, and the Ministry of Finance has provided CNY 2 billion in subsidies to cover losses.
The subsidy in 2006 was CNY 1373 per MT of fuel ethanol produced. Starting in 2002, most fuel ethanol produced was grain-based. However, a moratorium on such ethanol plants was imposed as of December 2006 by the NDRC and Ministry of Finance, lasting for a year and a half.
The government's policy was to substitute non-grain ethanol for grain ethanol, and not to compete with food requirements. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2002,,,Unknown,Mitigation,https://www.iea.org/policies/4679-ethanol-production-subsidiestax-reductions?country=People%27s%20Republic%20Of%20China&q=ethanol,,,,,,
211002796,AUS,Annual,"Supporting High Value Australia (2014)","Supporting High Value",Country,,Australia,,,"Advice or aid in implementation, Research & Development and Deployment (RD&D)","Electricity and heat, Renewables",,Renewables,,Superseded,2014,,2015,Unknown,"Mitigation, Food security",http://arena.gov.au/initiatives-and-programs/supporting-high-value-australian-renewable-energy-knowledge-share/,,,,,,
211002797,FRA,Sporadic,"Survey and Pre-feasibility Assistance: Disposition Général des Aides à la Décision France (2000)","Survey and Pre-feasibility Assistance: Disposition Général des Aides à la Décision",Country,,France,,,"Fiscal or financial incentives, Advice or aid in implementation, Policy support, Auditing, Monitoring",General,,"Energy efficiency, Energy service demand reduction and resource efficiency, Renewables",,"In force",2000,,,Unknown,Mitigation,https://www.iea.org/policies/1058-survey-and-pre-feasibility-assistance,,,,,,
211002798,BRA,Annual,"Sustainable Amazon Plan (PAS) Brazil (2008)","Sustainable Amazon Plan (PAS)",Country,,Brazil,,,"Strategic planning","Agriculture and forestry, Forestry","""The Sustainable Amazon Plan (PAS), established by the federal government in partnership with the states of Amazonia, was created with the aim to define guidelines for sustainable development in the Brazilian Amazon, proposing strategies and lines of action that aim for the social, economic and environmental development of the region. Thus, it prioritizes the generation of employment and income for populations that live in the forest through the implementation of new and sustainable economic activities in the region and reduction of social inequalities. The Plan has five lines of action: (1) sustainable production with innovation and competitiveness, (2) environmental management and land-use planning, (3) governance, social inclusion and citizenship, (4) implementation of infrastructure for development, and (5) the establishment of a new economic standard. These actions should lead to the construction of technical and economic bases for sustainable development, as well as solving the territorial irregularities existing in various parts of the Amazon.""","Energy service demand reduction and resource efficiency, Renewables, Non-energy use",,"In force",2008,,,Unknown,"Economic development, Mitigation",http://www.scielo.br/pdf/asoc/v17n3/en_v17n3a03.pdf,,,,,,
211002799,USA,Annual,"Sustainable Communities Regional Planning (SCRP) Grant Program United States of America (2011)","Sustainable Communities Regional Planning (SCRP) Grant Program",Country,,"United States of America",,,"Other mandatory requirements","Agriculture and forestry, Buildings, Transport",,"Energy service demand reduction and resource efficiency",,"In force",2011,,,Unknown,"Adaptation, Land use, Economic development",https://www.hud.gov/program_offices/economic_development/sustainable_communities_regional_planning_grants,,,,,,
211002800,EUE,Annual,"Sustainable Development Strategy - Review European Union (27) (2005)","Sustainable Development Strategy - Review",Country,,"European Union",,,"Strategic planning",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2005,,,Unknown,Mitigation,https://ec.europa.eu/eurostat/documents/3217494/5703739/KS-78-09-865-EN.PDF/7ccc9240-03ae-40da-b2d8-2cc8a28df320,,,,,,
211002801,EUE,Annual,"Sustainable Energy Europe European Union (27) (2005)","Sustainable Energy Europe",Country,,"European Union",,,"Policy support",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,"In force",2005,,,Unknown,Mitigation,https://op.europa.eu/en/publication-detail/-/publication/8f8637bf-7852-11e9-9f05-01aa75ed71a1/language-en,,,,,,
211002802,CAN,Annual,"Sustainable Energy Science and Technology Strategy Canada (2005)","Sustainable Energy Science and Technology Strategy",Country,,Canada,,,"Policy support, Strategic planning, Research & Development and Deployment (RD&D)",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Superseded,2005,,,Unknown,Mitigation,https://www.nrcan.gc.ca/maps-tools-publications/publications/minerals-mining-publications/evaluation-report-synthesis-clean-energy-science-and-technology-sub-program/18655,,,,,,
211002803,AUS,Annual,"Sustainable Housing Australia (2002)","Sustainable Housing",Country,,Australia,,,"Advice or aid in implementation, Information provision, Demonstration project",Buildings,,"Energy efficiency",,"In force",2002,,,Unknown,Mitigation,http://www.yourhome.gov.au/,,,,,,
211002804,ITA,Sporadic,"Sustainable Mobility Italy (2000)","Sustainable Mobility",Country,,Italy,,,"Grants and subsidies",Transport,,"Energy service demand reduction and resource efficiency, Energy efficiency",,Ended,2000,,2001,Unknown,Mitigation,https://www.iea.org/policies/2152-sustainable-mobility?country=Italy&page=3&type=Tax%20relief%2CInformation%20and%20education%2CEconomic%20instruments,,,,,,
211002805,FRA,Sporadic,"Sustainable Mobility Package (Forfait Mobilité Durable) France (2020)","Sustainable Mobility Package (Forfait Mobilité Durable)",Country,,France,,,"Fiscal or financial incentives, Voluntary approaches","Transport, Low-emissions mobility","The sustainable mobility package allows the employer to cover the travel costs of employees who commute to work by bike or car pool. It supersedes the previous separate allowances (indemnité kilométrique vélo - IKV et indemnité forfaitaire covoiturage). This is a voluntary scheme that employers can decide to implement. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Other low-carbon technologies and fuel switch",1,"In force",2020,,,Unknown,Mitigation,https://www.iea.org/policies/8793-sustainable-mobility-package?country=France&qs=fra,,,,,,
211002806,CAN,Annual,"Sustainable Technology Development Canada (2001)","Sustainable Technology Development",Country,,Canada,,,"Negotiated agreements (public-private sector), Research & Development and Deployment (RD&D), RD&D funding",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2001,,,Unknown,Mitigation,http://www.sdtc.ca,,,,,,
211002807,GBR,Annual,"Sustainable Transport Policy United Kingdom (2007)","Sustainable Transport Policy",Country,,"United Kingdom",,,"Policy support",Transport,,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables",,"In force",2007,,,Unknown,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/228953/7226.pdf,,,,,,
211002808,KOR,Annual,"Sustainable Transportation Logistics Development Act Republic of Korea (2009)","Sustainable Transportation Logistics Development Act",Country,,"Republic of Korea",,,"Information and education, Strategic planning, Regulatory Instruments","Transport, General",Legislative,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2009,,,Unknown,Mitigation,https://elaw.klri.re.kr/eng_mobile/viewer.do?hseq=48738&type=sogan&key=4,,,,,,
211002809,EUE,Annual,"Sustainable Urban Transport European Union (27) (2004)","Sustainable Urban Transport",Country,,"European Union",,,"Policy support, Strategic planning",Transport,,"Energy service demand reduction and resource efficiency, Energy efficiency",,"In force",2004,,,Unknown,Mitigation,https://ec.europa.eu/transport/sites/transport/files/cycling-guidance/european_urban_mobility_-_policy_context.pdf,,,,,,
211002810,IDN,Annual,"Sustainable Urban Transport Initiative Indonesia (2012)","Sustainable Urban Transport Initiative",Country,,Indonesia,,,"Infrastructure investments, Strategic planning, Demonstration project",Transport,"The programme is structured around two phases: piloting (2015–2019) and full-scale implementation (2020–2030). The key measures taken under the programme include: public transport system improvement, investments in energy-efficient buses, investments in infrastructure and improved planning. The projected GHG mitigation effect of the programme is 18.6–73 MtCO2e over the period 2020–2030 (CAT, 2019:37).","Other low-carbon technologies and fuel switch",,"In force",2012,,,High,Mitigation,https://climateactiontracker.org/publications/scalingupindonesia/,,,,,,
211002811,DEU,Annual,"TOP 100 – Environmental symbol for climate-related products Germany (2009)","TOP 100 – Environmental symbol for climate-related products",Country,,Germany,,,"Information and education, Performance label",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2009,,,Unknown,Mitigation,http://www.bmu-klimaschutzinitiative.de,,,,,,
211002812,IND,Annual,"Tamil Nadu Incentive for Domestic Solar Rooftops India (2015)","Tamil Nadu Incentive for Domestic Solar Rooftops","Subnational region",,India,,,"Grants and subsidies, User charges","Electricity and heat","The Tamil Nadu Incentive for Domestic Solar Rooftops is a state government subsidy of Rs. 20,000/- per kWp for individual or group applications with only 1kWp plant for residential purpose.
The subsidy scheme applies only to grid-connected rooftop solar PV systems comprising solar PV modules, rooftop support structure, solar grid inverter, cabling and protective devices. Grid-tie system only will be considered.
Solar power that is not consumed in the residential building can be exported to the TANGEDCO grid and will be eligible for solar net-metering. In solar net-metering the consumer pays for the net energy imported from the TANGEDCO grid (= energy imported from the grid minus energy exported to the grid). Exported energy will be credited up to a limit of 90% of the imported energy during a 12 months settlement period. To avail of solar net-metering the consumer needs to apply to TANGEDCO. For details the Tamil Nadu Consumer Guide for Solar Net-metering may be consulted.",Renewables,,"In force",2015,,,Unknown,Mitigation,http://teda.in/apply/incentive-for-domestic-solar-rooftops-individual/,,,,,,
211002813,IND,Annual,"Tariff Policy India (2006)","Tariff Policy",Country,,India,,,"Feed-in tariffs or premiums, Other mandatory requirements","Electricity and heat, Renewables","Executive IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2006,,,Unknown,Mitigation,https://www.iea.org/policies/4731-tariff-policy-2006,,,,,,
211002814,IDN,Annual,"Tariffs for Small and Medium Scale Power Generation using Renewable Energy (No. 31/09) Indonesia (2009)","Tariffs for Small and Medium Scale Power Generation using Renewable Energy (No. 31/09)",Country,,Indonesia,,,"Feed-in tariffs or premiums, Institutional creation","Electricity and heat, Renewables","This policy created a framework for the Feed-in Tariffs in Indonesia. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2009,,,Unknown,Mitigation,https://www.iea.org/policies/5462-tariffs-for-small-and-medium-scale-power-generation-using-renewable-energy-no-312009?country=Indonesia&page=3&qs=indonesia,,,,,,
211002815,FRA,Sporadic,"Tariffs in Favour of Renewable Energy France (2000)","Tariffs in Favour of Renewable Energy",Country,,France,,,"Feed-in tariffs or premiums","Electricity and heat, Renewables",,Renewables,,Superseded,2000,,,Unknown,Mitigation,,,,,,,
211002816,AUS,Annual,"Tasmania's climate change action plan Australia (2017)","Tasmania's climate change action plan","Subnational region",,Australia,,,"Direct investment, Information provision, Strategic planning, Public voluntary schemes",General,"The Climate Action 21 sets Tasmania on a pathway to reach a target of zero net emissions by 2050.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2017,,,Unknown,Mitigation,https://www.dpac.tas.gov.au/divisions/archived-climatechange/tasmanias_climate_change_action_plan_20172021,,,,,,
211002817,GBR,Annual,"Tax Benefits for Ultra Low Emission Vehicles United Kingdom (2017)","Tax Benefits for Ultra Low Emission Vehicles",Country,,"United Kingdom",,,"Tax relief","Transport, Low-emissions mobility, Light-duty vehicles","Ultra low emission vehicles (ULEVs) are usually defined as vehicles that emit less than 75g of carbon dioxide (CO2) for every kilometre travelled. They will typically include an electric powertrain. Both private and business users of ULEVs receive a number of tax benefits. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Other low-carbon technologies and fuel switch",,"In force",2017,,,Unknown,Mitigation,https://www.iea.org/policies/6767-tax-benefits-for-ultra-low-emission-vehicles?country=United%20Kingdom&qs=united,,,,,,
211002818,CAN,Annual,"Tax Credit for Generating Equipment Canada (1999)","Tax Credit for Generating Equipment",Country,,Canada,,,"Fiscal or financial incentives","Industry, Fossil fuel exploration and production",,"Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",1999,,,Unknown,Mitigation,,,,,,,
211002819,FRA,Sporadic,"Tax Credit for Renewable Energy in New Buildings France (2000)","Tax Credit for Renewable Energy in New Buildings",Country,,France,,,"Tax relief","Buildings, Heating and cooling, Hot water and cooking",,Renewables,,Superseded,2000,,,Unknown,Mitigation,https://www.iea.org/policies/3473-tax-credit-for-renewable-energy-in-new-buildings?country=China%2CFrance&page=4,,,,,,
211002820,FRA,Sporadic,"Tax Credit for Sustainable Development (Le Crédit d’impôt Développement Durable)(CIDD) France (1996)","Tax Credit for Sustainable Development (Le Crédit d’impôt Développement Durable)(CIDD)",Country,,France,,,"Grants and subsidies, Tax relief","Buildings, Heating and cooling, Appliances, Hot water and cooking, Electricity and heat",,"Renewables, Energy efficiency",,Superseded,1996,,,Unknown,Mitigation,https://www.aft.gouv.fr/files/medias-aft/3_Dette/3.2_OATMLT/3.2.2_OATVerte/Evaluation%20of%20the%20tax%20credit%20for%20energy%20transition_uk.pdf,,,,,,
211002821,FRA,Sporadic,"Tax Credit for the Acquisition of Thermal Insulation and Heating Regulation Material France (2001)","Tax Credit for the Acquisition of Thermal Insulation and Heating Regulation Material",Country,,France,,,"Tax relief","Buildings, Heating and cooling",,"Energy efficiency",,Superseded,2001,,,Unknown,Mitigation,https://www.iea.org/policies/1256-extension-of-tax-credit-for-large-collective-equipment-renewable-energy-equipment-thermal-insulation-and-heating-regulation-equipment?country=France&page=3&qs=france,,,,,,
211002822,FRA,Sporadic,"Tax Credit for the Purchase of Low Emissions Vehicles France (2002)","Tax Credit for the Purchase of Low Emissions Vehicles",Country,,France,,,"Tax relief","Transport, Light-duty vehicles, Heavy-duty vehicles",,"Other low-carbon technologies and fuel switch",,"In force",2002,,,Unknown,Mitigation,https://res.org.uk/mediabriefing/tax-incentives-for-low-emission-cars-evidence-of-their-environmental-impact-from-france-s-bonus-malus-scheme/,,,,,,
211002823,FRA,Sporadic,"Tax Credit in favor of Sustainable Development and Energy Efficiency France (2004)","Tax Credit in favor of Sustainable Development and Energy Efficiency",Country,,France,,,"Tax relief","Buildings, Heating and cooling, Appliances, Hot water and cooking",,"Energy efficiency",,"In force",2004,,,Unknown,Mitigation,http://www.buildup.eu/sites/default/files/content/FR%20-%20Energy%20Efficiency%20Action%20Plan%20EN.pdf,,,,,,
211002824,FRA,Sporadic,"Tax Exemption for the Use of Public Space France (2014)","Tax Exemption for the Use of Public Space",Country,,France,,,"Tax relief","Transport, Low-emissions mobility","In addition to this incentive for local authorities, the French government also encourages private operators to build and maintain EV charging points by offering a tax exemption for the use of public space. The goal is to encourage the creation of charing points outside large urban centres. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Other low-carbon technologies and fuel switch",1,"In force",2014,,,Unknown,Mitigation,https://www.iea.org/policies/3279-tax-exemption-for-the-use-of-public-space?country=France&qs=fra,,,,,,
211002825,KOR,Annual,"Tax Incentives Republic of Korea (2004)","Tax Incentives",Country,,"Republic of Korea",,,"Economic instruments, Tax relief, Sectoral standards","Electricity and heat, Industry",,"Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch",,"In force",2004,,,Unknown,Mitigation,http://conferencias.cepal.org/politica_fiscal/Jueves%2023/Pdf/Sangyool%20Lee.pdf,,,,,,
211002826,TUR,Annual,"Tax Incentives for HEVs and BEVs Turkey (2011)","Tax Incentives for HEVs and BEVs",Country,,Turkey,,,"Tax relief","Transport, Low-emissions mobility","In 2011, the Turkish government introduced tax incentives to promote hybrid-electric (HEV) and battery-electric (BEV) vehicle sales.","Other low-carbon technologies and fuel switch",,"In force",2011,,,Unknown,Mitigation,https://theicct.org/sites/default/files/publications/Passenger_Car_Emissions_Turkey_20190329.pdf,,,,,,
211002827,FRA,Sporadic,"Tax Reduction for Investment in Energy Efficiency Residential Buildings France (2005)","Tax Reduction for Investment in Energy Efficiency Residential Buildings",Country,,France,,,"Fiscal or financial incentives, Tax relief","Buildings, Heating and cooling, Appliances, Hot water and cooking",,"Energy efficiency",,Planned,2005,,,Unknown,Mitigation,https://energy.ec.europa.eu/system/files/2020-07/fr_ltrs_2020_en_0.pdf,,,,,,
211002828,USA,Annual,"Tax Reform Act United States of America (1986)","Tax Reform Act",Country,,"United States of America",,,"Tax relief","Electricity and heat, Renewables",,Renewables,,Superseded,1986,,,Unknown,Mitigation,https://www.congress.gov/bill/99th-congress/house-bill/3838,,,,,,
211002829,JPN,Annual,"Tax System for Promoting Energy Efficiency and Renewable Energy Japan (2018)","Tax System for Promoting Energy Efficiency and Renewable Energy",Country,,Japan,,,"Fiscal or financial incentives",Industry,"Original title: ???????????????. Economic operators classifed as energy efficiency operators under the operator classification and evaluation scheme of the Energy Conservation Act can benefit from accelerated depreciation (30%) of their investments in energy efficiency. Operators investing in renewable energy equipment and incidental equipment can benefit from a special 14% depreciation on their investments. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency, Renewables",,"In force",2018,,,High,Mitigation,"https://www.iea.org/policies/7978-tax-system-for-promoting-energy-efficiency?country=Japan&qs=japan
https://www.enecho.meti.go.jp/category/saving_and_new/saiene/support/dl/saiene_zeisei.pdf",,,,,,
211002830,ITA,Sporadic,"Tax allowance for efficient fridges Italy (2007)","Tax allowance for efficient fridges",Country,,Italy,,,"Tax relief","Buildings, Appliances",,"Energy efficiency",,Ended,2007,,2010,Unknown,Mitigation,http://www.parlamento.it/parlam/leggi/07244l.htm,,,,,,
211002831,ITA,Sporadic,"Tax allowance for electric motors Italy (2007)","Tax allowance for electric motors",Country,,Italy,,,"Tax relief","Buildings, Appliances",,"Energy efficiency",,Ended,2007,,2011,Unknown,Mitigation,http://www.parlamento.it/parlam/leggi/06296l.htm,,,,,,
211002832,KOR,Annual,"Tax breaks on energy saving investments Republic of Korea (2005)","Tax breaks on energy saving investments",Country,,"Republic of Korea",,,"Tax relief","Buildings, Appliances, Heating and cooling, Hot water and cooking",,"Energy efficiency",,"In force",2005,,,Unknown,Mitigation,https://www.oecd-ilibrary.org/taxation/taxing-energy-use/taxation-of-energy-in-korea-on-an-energy-content-basis-korea_9789264183933-graph65-en,,,,,,
211002834,FRA,Sporadic,"Tax credit for energy transition (CITE) France (2005)","Tax credit for energy transition (CITE)",Country,,France,,,"Tax relief","Electricity and heat, Renewables",,Renewables,,"In force",2005,,,Unknown,Mitigation,https://www.adelphi.de/en/publication/energy-transition-tax-credit-cite-france,,,,,,
211002835,FRA,Sporadic,"Tax credit in favor of high efficiency natural gas boilers France (2003)","Tax credit in favor of high efficiency natural gas boilers",Country,,France,,,"Tax relief","Buildings, Appliances, Hot water and cooking",,"Energy efficiency",,"In force",2003,,,Unknown,Mitigation,https://www.iea.org/policies/319-tax-credit-in-favor-of-high-efficiency-natural-gas-boilers,,,,,,
211002836,ITA,Sporadic,"Tax deduction for high efficiency appliances Italy (2009)","Tax deduction for high efficiency appliances",Country,,Italy,,,"Tax relief","Buildings, Appliances",,"Energy efficiency",,Ended,2009,,,Unknown,Mitigation,https://www.iea.org/policies/1514-tax-deduction-for-high-efficiency-appliances,,,,,,
211002837,DEU,Annual,"Tax exemption for biofuels (in relation to Directive 2003/30/EC) Germany (2006)","Tax exemption for biofuels (in relation to Directive 2003/30/EC)",Country,,Germany,,,"Tax relief","Transport, Electricity and heat, Renewables",,Renewables,,Ended,2006,,2009,Unknown,Mitigation,https://www.iea.org/policies/4445-directive-on-biofuels-for-transport-200330ec,,,,,,
211002838,IDN,Annual,"Tax exemption on goods for geothermal exploration (No. 22/PMK.011 Indonesia (2011)","Tax exemption on goods for geothermal exploration (No. 22/PMK.011",Country,,Indonesia,,,"Tax relief","Electricity and heat, Renewables",,Renewables,,Ended,2011,,,Unknown,Mitigation,https://www.lexology.com/commentary/energy-natural-resources/indonesia/ali-budiardjo-nugroho-reksodiputro/tax-incentive-for-geothermal-exploration-oil-and-gas,,,,,,
211002839,JPN,Annual,"Tax incentive for industry (Green Investment Tax) Japan (1975)","Tax incentive for industry (Green Investment Tax)",Country,,Japan,,,"Tax relief",Industry,"Tax cuts are offered to companies based on investments that benefit the environment.","Energy efficiency",,"In force",1975,,,Unknown,Mitigation,http://www.enecho.meti.go.jp/greensite/green/index.html,,,,,,
211002840,KOR,Annual,"Tax incentive program Republic of Korea (2011)","Tax incentive program",Country,,"Republic of Korea",,,"Fiscal or financial incentives, Tax relief","Electricity and heat, Renewables",,Renewables,,"In force",2011,,,Unknown,Mitigation,https://taxsummaries.pwc.com/republic-of-korea/corporate/tax-credits-and-incentives,,,,,,
211002843,EUE,Annual,"Taxing Aviation Fuel Proposal European Union (27) (2000)","Taxing Aviation Fuel Proposal",Country,,"European Union",,,"Energy and other taxes","Transport, Air",,"Energy efficiency, Other low-carbon technologies and fuel switch",,Ended,2000,,,Unknown,Mitigation,https://www.transportenvironment.org/sites/te/files/publications/2019_02_CE_Delft_Taxing_Aviation_Fuels_EU.pdf,,,,,,
211002844,JPN,Annual,"Team -6% for Emissions Reductions Japan (2005)","Team -6% for Emissions Reductions",Country,,Japan,,,"Policy support",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2005,,,Unknown,Mitigation,https://www.env.go.jp/en/wpaper/2005/01_chpt1.pdf,,,,,,
211002845,USA,Annual,"Technical Assistance Program (TAP) United States of America (2009)","Technical Assistance Program (TAP)",Country,,"United States of America",,,"Negotiated agreements (public-private sector), Voluntary approaches",Buildings,,"Energy efficiency",,Superseded,2009,,,Unknown,Mitigation,http://www1.eere.energy.gov/wip/assistance.html,,,,,,
211002847,IDN,Annual,"Technical guideline for implementation of BATAMAS (Utilization of manure/urine of cattle and agricultural wastes for biogas) Indonesia (2017)","Technical guideline for implementation of BATAMAS (Utilization of manure/urine of cattle and agricultural wastes for biogas)",Country,,Indonesia,,,"Sectoral standards","Agriculture and forestry, Agricultural CH4, Electricity and heat, Renewables","The guideline is applied in framework of national action to promote Cattle-based Biogas (BATAMAS) in rural area with high population of cattle",Renewables,,"In force",2017,,,Unknown,"Mitigation, Energy security",http://unfccc.int/resource/docs/natc/idnbur1.pdf,,,,,,
211002848,USA,Annual,"Technology Commercialization Fund United States of America (2008)","Technology Commercialization Fund",Country,,"United States of America",,,"Technology deployment and diffusion",General,,"Renewables, Energy efficiency",,Ended,2008,,,Unknown,Mitigation,https://www.energy.gov/technologytransitions/initiatives/technology-commercialization-fund,,,,,,
211002849,EUE,Annual,"Technology Platform for Zero Emissions Fossil Fuel Power Plants European Union (27) (2005)","Technology Platform for Zero Emissions Fossil Fuel Power Plants",Country,,"European Union",,,"Policy support, Research & Development and Deployment (RD&D)","Electricity and heat, CCS",,"Other low-carbon technologies and fuel switch",,"In force",2005,,,Unknown,Mitigation,http://projects.mcrit.com/foresightlibrary/attachments/Technologies_Zero_Emission_Platform.pdf,,,,,,
211002850,CAN,Annual,"Technology and Innovation Initiative Canada (2003)","Technology and Innovation Initiative",Country,,Canada,,,"Information and education, Research & Development and Deployment (RD&D)",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2003,,2008,Unknown,Mitigation,https://ised-isde.canada.ca/site/industrial-technologies-office/en/technology-partnerships-canada-tpc/tpc-program-information/technology-partnerships-canada-2003-2004-year-review,,,,,,
211002851,USA,Annual,"Televisions (MEPS) United States of America (2013)","Televisions (MEPS)",Country,,"United States of America",,,"Product standards","Buildings, Appliances","In October 2013, DOE issued a final test procedure rule, replacing the obsolete TV test method (for analog televisions) which was repealed in 2009. The California Energy Commission (CEC) adopted new television standards in November 2009. The standards established the first-ever active mode power usage limits with a two-phase implementation. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency",,"In force",2013,,,Unknown,Mitigation,https://www.iea.org/policies/7632-meps-television?country=United%20States&page=4,,,,,,
211002852,JPN,Annual,"Telework Japan (1999)",Telework,Country,,Japan,,,"Information and education, Institutional creation","Transport, Electricity and heat",,"Energy efficiency, Energy service demand reduction and resource efficiency",,"In force",1999,,,Unknown,Mitigation,http://www.kantei.go.jp/jp/singi/it2/others/telework.html,,,,,,
211002853,KOR,Annual,"Ten-Year Energy Technology Development Plan Republic of Korea (1997)","Ten-Year Energy Technology Development Plan",Country,,"Republic of Korea",,,"Research & Development and Deployment (RD&D), Energy efficiency target, GHG reduction target, Political & non-binding energy efficiency target, Political & non-binding renewable energy target","Electricity and heat, Renewables","Curtailment of the  greenhouse gas emission rate by 15%; Overall increase of Energy efficiency by 12%;",Renewables,,Superseded,1997,1997,2006,Unknown,Mitigation,https://www.oecd.org/korea/42876970.pdf,,,,,,
211002854,FRA,Sporadic,"Tender Procedure for Biomass and Biogas Power Generation France (2003)","Tender Procedure for Biomass and Biogas Power Generation",Country,,France,,,"Tendering schemes","Electricity and heat, Renewables",,Renewables,,"In force",2003,,,Unknown,Mitigation,https://iclg.com/practice-areas/renewable-energy-laws-and-regulations/france,,,,,,
211002855,TUR,Annual,"Tenth Five Years Development Plan Turkey (2014)","Tenth Five Years Development Plan",Country,,Turkey,,,"Strategic planning",General,"""Tenth Development Plan also states that the growth model based on “green growth” concept to achieve the sustainable evelopment targets gains importance and that it is possible to provide protection of environment and increase competition at the same time with cleaner production and eco-efficiency studies in production.""","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2014,,2018,Unknown,"Economic development",http://unfccc.int/files/national_reports/non-annex_i_natcom/application/pdf/6_bildirim_eng_11_reducedfilesize.pdf,,,,,,
211002856,BRA,Annual,"Terra Legal Program (Federal Law 11952 Brazil (2009)","Terra Legal Program (Federal Law 11952",Country,,Brazil,,,"Regulatory Instruments","Agriculture and forestry, Forestry","""The Act provided regularization of incident land occupations in areas of the Union, under the Legal Amazon, as defined in art. 2 of the Supplementary Law No. 124 of January 3, 2007, through sale and assignment of right of use of real estate. The application of that law is made by Terra Legal Program whose main objective is to regulate private properties up to 15 tax modules more quickly. For this, the program establishes the following phases: registration of possessions, geo-referencing, survey (in some cases provided by law) and emission of titles and monitoring following land titling. In total, the program registered 74,132 possessions in 8,369,872.937 hectares, in 12 months, with the largest part of valid entries located in Pará, and with 49% of homeowners (35,815 possessions) and 48% (4 million hectares) of the registered area.""","Energy service demand reduction and resource efficiency, Non-energy use",,"In force",2009,,,Unknown,"Land use",https://www.researchgate.net/publication/281561049_Brazilian_public_land_destination_a_case_study_of_the_Terra_Legal_federal_initiative_and_the_province_of_Mato_Grosso%27s_Land_Institute,,,,,,
